"phone","province","city"
"861920059","广东","广州"
"861920060","广东","中山"
"861920061","广东","中山"
"861920062","广东","中山"
"861920063","广东","中山"
"861920064","广东","中山"
"861920065","广东","中山"
"861920066","广东","中山"
"861920067","广东","深圳"
"861920068","广东","深圳"
"861920069","广东","深圳"
"861920070","广东","深圳"
"861920071","广东","深圳"
"861920072","广东","深圳"
"861920073","广东","深圳"
"861920074","广东","深圳"
"861920075","广东","广州"
"861920076","广东","东莞"
"861920077","广东","东莞"
"861920078","广东","东莞"
"861920079","广东","东莞"
"861920080","广东","潮州"
"861920081","广东","韶关"
"861920082","广东","河源"
"861920083","广东","梅州"
"861920084","广东","汕头"
"861920085","广东","佛山"
"861920086","广东","佛山"
"861920087","广东","佛山"
"861920088","广东","广州"
"861920089","广东","广州"
"861920090","广东","广州"
"861920091","广东","江门"
"861920092","广东","江门"
"861920093","广东","江门"
"861920094","广东","江门"
"861920095","广东","深圳"
"861920096","广东","深圳"
"861920097","广东","深圳"
"861920098","广东","深圳"
"861920099","广东","深圳"
"86192010","北京","北京"
"86192011","北京","北京"
"86192012","天津","天津"
"86192013","上海","上海"
"86192014","上海","上海"
"86192015","江苏","镇江"
"86192016","江苏","苏州"
"86192017","江苏","南通"
"86192018","江苏","南京"
"86192019","江苏","无锡"
"86192020","广东","广州"
"86192021","上海","上海"
"86192022","天津","天津"
"86192023","重庆","重庆"
"861920240","辽宁","沈阳"
"861920241","辽宁","沈阳"
"861920242","辽宁","沈阳"
"861920243","辽宁","沈阳"
"861920244","辽宁","沈阳"
"861920245","辽宁","沈阳"
"861920246","辽宁","葫芦岛"
"861920247","辽宁","葫芦岛"
"861920248","辽宁","鞍山"
"861920249","辽宁","铁岭"
"86192025","重庆","重庆"
"86192026","江苏","扬州"
"86192027","湖北","武汉"
"861920280","四川","成都"
"861920281","四川","成都"
"861920282","四川","资阳"
"861920283","四川","眉山"
"861920284","四川","成都"
"861920285","四川","成都"
"861920286","四川","成都"
"861920287","四川","成都"
"861920288","四川","成都"
"861920289","四川","成都"
"861920290","陕西","西安"
"861920291","陕西","西安"
"861920292","陕西","西安"
"861920293","陕西","西安"
"861920294","陕西","西安"
"861920295","陕西","西安"
"861920296","陕西","西安"
"861920297","陕西","西安"
"861920298","陕西","咸阳"
"861920299","陕西","咸阳"
"861920300","河北","邯郸"
"861920301","河北","石家庄"
"861920302","河北","保定"
"861920303","河北","张家口"
"861920304","河北","石家庄"
"861920305","河北","唐山"
"861920306","河北","廊坊"
"861920307","河北","沧州"
"861920308","河北","衡水"
"861920309","河北","邢台"
"861920310","河北","邯郸"
"861920311","河北","石家庄"
"861920312","河北","保定"
"861920313","河北","张家口"
"861920314","河北","承德"
"861920315","河北","唐山"
"861920316","河北","廊坊"
"861920317","河北","沧州"
"861920318","河北","衡水"
"861920319","河北","邢台"
"861920320","河北","邯郸"
"861920321","河北","石家庄"
"861920322","河北","保定"
"861920323","河北","张家口"
"861920324","河北","承德"
"861920325","河北","唐山"
"861920326","河北","廊坊"
"861920327","河北","沧州"
"861920328","河北","衡水"
"861920329","河北","邢台"
"861920330","河北","邯郸"
"861920331","河北","石家庄"
"861920332","河北","保定"
"861920333","河北","唐山"
"861920334","河北","邯郸"
"861920335","河北","秦皇岛"
"861920336","河北","唐山"
"861920337","河北","沧州"
"861920338","河北","衡水"
"861920339","河北","邢台"
"861920340","山西","忻州"
"861920341","山西","太原"
"861920342","山西","大同"
"861920343","山西","阳泉"
"861920344","山西","晋中"
"861920345","山西","长治"
"861920346","山西","晋城"
"861920347","山西","临汾"
"861920348","山西","吕梁"
"861920349","山西","朔州"
"861920350","山西","忻州"
"861920351","山西","太原"
"861920352","山西","大同"
"861920353","山西","阳泉"
"861920354","山西","晋中"
"861920355","山西","长治"
"861920356","山西","晋城"
"861920357","山西","临汾"
"861920358","山西","吕梁"
"861920359","山西","运城"
"861920360","河南","商丘"
"861920361","河南","焦作"
"861920362","河南","安阳"
"861920363","河南","濮阳"
"861920364","河南","洛阳"
"861920365","河南","商丘"
"861920366","河南","驻马店"
"861920367","河南","南阳"
"861920368","河南","南阳"
"861920369","河南","漯河"
"861920370","河南","商丘"
"861920371","河南","郑州"
"861920372","河南","安阳"
"861920373","河南","新乡"
"861920374","河南","许昌"
"861920375","河南","平顶山"
"861920376","河南","信阳"
"861920377","河南","南阳"
"861920378","河南","开封"
"861920379","河南","洛阳"
"861920380","河南","新乡"
"861920381","河南","郑州"
"861920382","河南","郑州"
"861920383","河南","郑州"
"861920384","河南","郑州"
"861920385","河南","郑州"
"861920386","河南","郑州"
"861920387","河南","周口"
"861920388","河南","洛阳"
"861920389","河南","焦作"
"861920390","河南","平顶山"
"861920391","河南","焦作"
"861920392","河南","鹤壁"
"861920393","河南","濮阳"
"861920394","河南","周口"
"861920395","河南","漯河"
"861920396","河南","驻马店"
"861920397","河南","信阳"
"861920398","河南","三门峡"
"861920399","河南","许昌"
"861920400","贵州","贵阳"
"861920401","贵州","贵阳"
"861920402","贵州","遵义"
"861920403","贵州","安顺"
"861920404","贵州","贵阳"
"861920405","贵州","黔东南"
"861920406","贵州","铜仁"
"861920407","贵州","毕节"
"861920408","贵州","毕节"
"861920409","贵州","遵义"
"861920410","辽宁","铁岭"
"861920411","辽宁","大连"
"861920412","辽宁","鞍山"
"861920413","辽宁","抚顺"
"861920414","辽宁","本溪"
"861920415","辽宁","丹东"
"861920416","辽宁","锦州"
"861920417","辽宁","营口"
"861920418","辽宁","阜新"
"861920419","辽宁","辽阳"
"861920420","辽宁","铁岭"
"861920421","辽宁","朝阳"
"861920422","辽宁","鞍山"
"861920423","辽宁","大连"
"861920424","辽宁","大连"
"861920425","辽宁","大连"
"861920426","辽宁","大连"
"861920427","辽宁","盘锦"
"861920428","辽宁","大连"
"861920429","辽宁","葫芦岛"
"861920430","吉林","长春"
"861920431","吉林","长春"
"861920432","吉林","吉林"
"861920433","吉林","延边"
"861920434","吉林","四平"
"861920435","吉林","通化"
"861920436","吉林","白城"
"861920437","吉林","辽源"
"861920438","吉林","松原"
"861920439","吉林","白山"
"861920440","吉林","长春"
"861920441","吉林","长春"
"861920442","吉林","吉林"
"861920443","吉林","长春"
"861920444","吉林","吉林"
"861920445","吉林","通化"
"861920446","吉林","长春"
"861920447","吉林","吉林"
"861920448","吉林","松原"
"861920449","吉林","白山"
"861920450","黑龙江","哈尔滨"
"861920451","黑龙江","哈尔滨"
"861920452","黑龙江","齐齐哈尔"
"861920453","黑龙江","牡丹江"
"861920454","黑龙江","佳木斯"
"861920455","黑龙江","绥化"
"861920456","黑龙江","黑河"
"861920457","黑龙江","大兴安岭"
"861920458","黑龙江","伊春"
"861920459","黑龙江","大庆"
"861920460","黑龙江","哈尔滨"
"861920461","黑龙江","哈尔滨"
"861920462","黑龙江","哈尔滨"
"861920463","黑龙江","哈尔滨"
"861920464","黑龙江","七台河"
"861920465","黑龙江","哈尔滨"
"861920466","黑龙江","哈尔滨"
"861920467","黑龙江","鸡西"
"861920468","黑龙江","鹤岗"
"861920469","黑龙江","双鸭山"
"861920470","内蒙古","呼伦贝尔"
"861920471","内蒙古","呼和浩特"
"861920472","内蒙古","包头"
"861920473","内蒙古","乌海"
"861920474","内蒙古","乌兰察布"
"861920475","内蒙古","通辽"
"861920476","内蒙古","赤峰"
"861920477","内蒙古","鄂尔多斯"
"861920478","内蒙古","巴彦淖尔"
"861920479","内蒙古","锡林郭勒"
"861920480","内蒙古","呼和浩特"
"861920481","内蒙古","呼和浩特"
"861920482","内蒙古","兴安"
"861920483","内蒙古","阿拉善"
"861920484","内蒙古","乌兰察布"
"861920485","内蒙古","通辽"
"861920486","内蒙古","赤峰"
"861920487","内蒙古","赤峰"
"861920488","内蒙古","呼和浩特"
"861920489","内蒙古","鄂尔多斯"
"861920490","福建","福州"
"861920491","福建","福州"
"861920492","福建","福州"
"861920493","福建","福州"
"861920494","福建","厦门"
"861920495","福建","厦门"
"861920496","福建","厦门"
"861920497","福建","厦门"
"861920498","福建","厦门"
"861920499","福建","龙岩"
"86192050","江苏","盐城"
"86192051","江苏","徐州"
"86192052","江苏","常州"
"861920530","山东","菏泽"
"861920531","山东","济南"
"861920532","山东","青岛"
"861920533","山东","淄博"
"861920534","山东","德州"
"861920535","山东","烟台"
"861920536","山东","潍坊"
"861920537","山东","济宁"
"861920538","山东","泰安"
"861920539","山东","临沂"
"861920540","山东","济南"
"861920541","山东","济南"
"861920542","山东","青岛"
"861920543","山东","滨州"
"861920544","山东","青岛"
"861920545","山东","烟台"
"861920546","山东","东营"
"861920547","山东","济宁"
"861920548","山东","济宁"
"861920549","山东","临沂"
"861920550","安徽","滁州"
"861920551","安徽","合肥"
"861920552","安徽","蚌埠"
"861920553","安徽","芜湖"
"861920554","安徽","淮南"
"861920555","安徽","马鞍山"
"861920556","安徽","安庆"
"861920557","安徽","宿州"
"861920558","安徽","阜阳"
"861920559","安徽","黄山"
"861920560","安徽","合肥"
"861920561","安徽","淮北"
"861920562","安徽","铜陵"
"861920563","安徽","宣城"
"861920564","安徽","六安"
"861920565","安徽","合肥"
"861920566","安徽","池州"
"861920567","安徽","亳州"
"861920568","安徽","阜阳"
"861920569","安徽","合肥"
"861920570","浙江","衢州"
"861920571","浙江","杭州"
"861920572","浙江","湖州"
"861920573","浙江","嘉兴"
"861920574","浙江","宁波"
"861920575","浙江","绍兴"
"861920576","浙江","台州"
"861920577","浙江","温州"
"861920578","浙江","丽水"
"861920579","浙江","金华"
"861920580","浙江","舟山"
"861920581","浙江","杭州"
"861920582","浙江","湖州"
"861920583","浙江","嘉兴"
"861920584","浙江","宁波"
"861920585","浙江","绍兴"
"861920586","浙江","台州"
"861920587","浙江","温州"
"861920588","浙江","丽水"
"861920589","浙江","金华"
"861920590","福建","福州"
"861920591","福建","福州"
"861920592","福建","厦门"
"861920593","福建","宁德"
"861920594","福建","莆田"
"861920595","福建","泉州"
"861920596","福建","漳州"
"861920597","福建","龙岩"
"861920598","福建","三明"
"861920599","福建","南平"
"861920600","山东","菏泽"
"861920601","山东","菏泽"
"861920602","山东","菏泽"
"861920603","山东","菏泽"
"861920604","山东","菏泽"
"861920605","山东","菏泽"
"861920606","山东","济南"
"861920607","山东","济南"
"861920608","山东","济南"
"861920609","山东","济南"
"86192061","山东","青岛"
"861920620","山东","淄博"
"861920621","山东","淄博"
"861920622","山东","淄博"
"861920623","山东","淄博"
"861920624","山东","淄博"
"861920625","山东","济宁"
"861920626","山东","济宁"
"861920627","山东","济宁"
"861920628","山东","济宁"
"861920629","山东","济宁"
"861920630","山东","东营"
"861920631","山东","威海"
"861920632","山东","枣庄"
"861920633","山东","日照"
"861920634","山东","济南"
"861920635","山东","聊城"
"861920636","山东","威海"
"861920637","山东","威海"
"861920638","山东","德州"
"861920639","山东","德州"
"861920640","安徽","滁州"
"861920641","安徽","阜阳"
"861920642","安徽","蚌埠"
"861920643","安徽","芜湖"
"861920644","安徽","合肥"
"861920645","安徽","马鞍山"
"861920646","安徽","安庆"
"861920647","安徽","宿州"
"861920648","安徽","阜阳"
"861920649","安徽","阜阳"
"861920650","安徽","滁州"
"861920651","安徽","合肥"
"861920652","安徽","蚌埠"
"861920653","安徽","芜湖"
"861920654","安徽","六安"
"861920655","安徽","马鞍山"
"861920656","安徽","安庆"
"861920657","安徽","宿州"
"861920658","安徽","阜阳"
"861920659","安徽","阜阳"
"861920660","广东","汕尾"
"861920661","广东","汕尾"
"861920662","广东","阳江"
"861920663","广东","揭阳"
"861920664","广东","江门"
"861920665","广东","江门"
"861920666","广东","广州"
"861920667","广东","茂名"
"861920668","广东","茂名"
"861920669","广东","茂名"
"861920670","广西","百色"
"861920671","广西","南宁"
"861920672","广西","南宁"
"861920673","广西","柳州"
"861920674","广西","柳州"
"861920675","广西","桂林"
"861920676","广西","梧州"
"861920677","广西","玉林"
"861920678","广西","玉林"
"861920679","广西","玉林"
"861920680","福建","福州"
"861920681","福建","福州"
"861920682","福建","福州"
"861920683","福建","福州"
"861920684","福建","厦门"
"861920685","福建","厦门"
"861920686","福建","莆田"
"861920687","福建","泉州"
"861920688","福建","泉州"
"861920689","福建","泉州"
"861920690","云南","西双版纳"
"861920691","云南","西双版纳"
"861920692","云南","德宏"
"861920693","云南","红河"
"861920694","云南","玉溪"
"861920695","云南","德宏"
"861920696","云南","西双版纳"
"861920697","云南","红河"
"861920698","云南","曲靖"
"861920699","云南","曲靖"
"861920700","湖北","襄阳"
"861920701","湖北","黄石"
"861920702","湖北","孝感"
"861920703","湖北","黄冈"
"861920704","湖北","宜昌"
"861920705","湖北","咸宁"
"861920706","湖北","荆州"
"861920707","湖北","宜昌"
"861920708","湖北","恩施"
"861920709","湖北","十堰"
"861920710","湖北","襄阳"
"861920711","湖北","鄂州"
"861920712","湖北","孝感"
"861920713","湖北","黄冈"
"861920714","湖北","黄石"
"861920715","湖北","咸宁"
"861920716","湖北","荆州"
"861920717","湖北","宜昌"
"861920718","湖北","恩施"
"861920719","湖北","十堰"
"861920720","湖北","襄阳"
"861920721","湖北","孝感"
"861920722","湖北","随州"
"861920723","湖北","黄冈"
"861920724","湖北","荆门"
"861920725","湖北","咸宁"
"861920726","湖北","荆州"
"861920727","湖北","黄冈"
"861920728","湖北","仙桃/潜江/天门"
"861920729","湖北","十堰"
"861920730","湖南","岳阳"
"861920731","湖南","长沙"
"861920732","湖南","湘潭"
"861920733","湖南","株洲"
"861920734","湖南","衡阳"
"861920735","湖南","郴州"
"861920736","湖南","常德"
"861920737","湖南","益阳"
"861920738","湖南","娄底"
"861920739","湖南","邵阳"
"861920740","湖南","长沙"
"861920741","湖南","长沙"
"861920742","湖南","长沙"
"861920743","湖南","湘西"
"861920744","湖南","张家界"
"861920745","湖南","怀化"
"861920746","湖南","永州"
"861920747","湖南","长沙"
"861920748","湖南","长沙"
"861920749","湖南","长沙"
"861920750","广东","江门"
"861920751","广东","韶关"
"861920752","广东","惠州"
"861920753","广东","梅州"
"861920754","广东","汕头"
"861920755","广东","深圳"
"861920756","广东","珠海"
"861920757","广东","佛山"
"861920758","广东","肇庆"
"861920759","广东","湛江"
"861920760","广东","中山"
"861920761","广东","中山"
"861920762","广东","河源"
"861920763","广东","清远"
"861920764","广东","清远"
"861920765","广东","佛山"
"861920766","广东","云浮"
"861920767","广东","佛山"
"861920768","广东","潮州"
"861920769","广东","东莞"
"861920770","广西","防城港"
"861920771","广西","南宁"
"861920772","广西","柳州"
"861920773","广西","桂林"
"861920774","广西","梧州"
"861920775","广西","玉林"
"861920776","广西","百色"
"861920777","广西","钦州"
"861920778","广西","河池"
"861920779","广西","北海"
"861920780","广西","防城港"
"861920781","广西","南宁"
"861920782","广西","柳州"
"861920783","广西","桂林"
"861920784","广西","梧州"
"861920785","广西","玉林"
"861920786","广西","百色"
"861920787","广西","钦州"
"861920788","广西","河池"
"861920789","广西","北海"
"861920790","江西","新余"
"861920791","江西","南昌"
"861920792","江西","九江"
"861920793","江西","上饶"
"861920794","江西","抚州"
"861920795","江西","宜春"
"861920796","江西","吉安"
"861920797","江西","赣州"
"861920798","江西","景德镇"
"861920799","江西","萍乡"
"86192080","四川","成都"
"861920810","四川","成都"
"861920811","四川","眉山"
"861920812","四川","攀枝花"
"861920813","四川","自贡"
"861920814","四川","广安"
"861920815","四川","绵阳"
"861920816","四川","绵阳"
"861920817","四川","南充"
"861920818","四川","达州"
"861920819","四川","达州"
"861920820","四川","达州"
"861920821","四川","绵阳"
"861920822","四川","乐山"
"861920823","四川","泸州"
"861920824","四川","达州"
"861920825","四川","遂宁"
"861920826","四川","广安"
"861920827","四川","巴中"
"861920828","四川","宜宾"
"861920829","四川","南充"
"861920830","四川","泸州"
"861920831","四川","宜宾"
"861920832","四川","内江"
"861920833","四川","乐山"
"861920834","四川","凉山"
"861920835","四川","雅安"
"861920836","四川","甘孜"
"861920837","四川","阿坝"
"861920838","四川","德阳"
"861920839","四川","广元"
"86192084","海南","海口"
"861920850","贵州","贵阳"
"861920851","贵州","贵阳"
"861920852","贵州","遵义"
"861920853","贵州","安顺"
"861920854","贵州","黔南"
"861920855","贵州","黔东南"
"861920856","贵州","铜仁"
"861920857","贵州","毕节"
"861920858","贵州","六盘水"
"861920859","贵州","黔西南"
"861920860","贵州","遵义"
"861920861","贵州","贵阳"
"861920862","贵州","遵义"
"861920863","贵州","安顺"
"861920864","贵州","黔南"
"861920865","贵州","黔东南"
"861920866","贵州","铜仁"
"861920867","贵州","毕节"
"861920868","贵州","六盘水"
"861920869","贵州","黔西南"
"861920870","云南","昭通"
"861920871","云南","昆明"
"861920872","云南","大理"
"861920873","云南","红河"
"861920874","云南","曲靖"
"861920875","云南","保山"
"861920876","云南","文山"
"861920877","云南","玉溪"
"861920878","云南","楚雄"
"861920879","云南","普洱"
"861920880","云南","大理"
"861920881","云南","昆明"
"861920882","云南","大理"
"861920883","云南","临沧"
"861920884","云南","昆明"
"861920885","云南","玉溪"
"861920886","云南","怒江"
"861920887","云南","迪庆"
"861920888","云南","丽江"
"861920889","云南","昆明"
"861920890","西藏","拉萨"
"861920891","西藏","拉萨"
"861920892","西藏","日喀则"
"861920893","西藏","山南"
"861920894","西藏","林芝"
"861920895","西藏","昌都"
"861920896","西藏","那曲"
"861920897","西藏","阿里"
"861920898","西藏","拉萨"
"861920899","西藏","拉萨"
"861920900","新疆","喀什"
"861920901","新疆","塔城"
"861920902","新疆","哈密"
"861920903","新疆","和田"
"861920904","新疆","伊犁"
"861920905","新疆","阿克苏"
"861920906","新疆","阿勒泰"
"861920907","新疆","昌吉"
"861920908","新疆","克孜勒苏"
"861920909","新疆","博尔塔拉"
"861920910","陕西","咸阳"
"861920911","陕西","延安"
"861920912","陕西","榆林"
"861920913","陕西","渭南"
"861920914","陕西","商洛"
"861920915","陕西","安康"
"861920916","陕西","汉中"
"861920917","陕西","宝鸡"
"861920918","陕西","渭南"
"861920919","陕西","铜川"
"86192092","湖南","长沙"
"861920930","陕西","西安"
"861920931","陕西","西安"
"861920932","陕西","西安"
"861920933","陕西","西安"
"861920934","陕西","西安"
"861920935","陕西","西安"
"861920936","陕西","西安"
"861920937","陕西","西安"
"861920938","陕西","西安"
"861920939","陕西","延安"
"861920940","甘肃","兰州"
"861920941","甘肃","甘南"
"861920942","甘肃","定西"
"861920943","甘肃","白银"
"861920944","甘肃","嘉峪关"
"861920945","甘肃","金昌"
"861920946","甘肃","兰州"
"861920947","甘肃","兰州"
"861920948","甘肃","天水"
"861920949","甘肃","兰州"
"861920950","浙江","衢州"
"861920951","浙江","杭州"
"861920952","浙江","台州"
"861920953","浙江","嘉兴"
"861920954","浙江","宁波"
"861920955","浙江","绍兴"
"861920956","浙江","温州"
"861920957","浙江","温州"
"861920958","浙江","丽水"
"861920959","浙江","金华"
"861920960","湖南","湘潭"
"861920961","湖南","湘潭"
"861920962","湖南","湘潭"
"861920963","湖南","湘潭"
"861920964","湖南","湘潭"
"861920965","湖南","长沙"
"861920966","湖南","永州"
"861920967","湖南","永州"
"861920968","湖南","怀化"
"861920969","湖南","怀化"
"861920970","青海","海北"
"861920971","青海","西宁"
"861920972","青海","海东"
"861920973","青海","黄南"
"861920974","青海","海南"
"861920975","青海","果洛"
"861920976","青海","玉树"
"861920977","青海","海西"
"861920978","青海","西宁"
"861920979","青海","海东"
"861920980","浙江","衢州"
"861920981","浙江","杭州"
"861920982","浙江","台州"
"861920983","浙江","嘉兴"
"861920984","浙江","温州"
"861920985","浙江","绍兴"
"861920986","浙江","杭州"
"861920987","浙江","宁波"
"861920988","浙江","温州"
"861920989","浙江","金华"
"861920990","新疆","克拉玛依"
"861920991","新疆","乌鲁木齐"
"861920992","新疆","奎屯"
"861920993","新疆","石河子"
"861920994","新疆","昌吉"
"861920995","新疆","吐鲁番"
"861920996","新疆","巴音郭楞"
"861920997","新疆","阿克苏"
"861920998","新疆","喀什"
"861920999","新疆","伊犁"
"861921000","广东","广州"
"861921001","广东","广州"
"861921002","广东","肇庆"
"861921003","广东","肇庆"
"861921004","广东","深圳"
"861921005","广东","深圳"
"861921006","广东","深圳"
"861921007","广东","广州"
"861921008","广东","广州"
"861921009","广东","广州"
"861921010","广东","深圳"
"861921011","广东","深圳"
"861921012","广东","深圳"
"861921013","广东","广州"
"861921014","广东","广州"
"861921015","广东","广州"
"86192101","广东","惠州"
"861921026","广东","肇庆"
"861921027","广东","肇庆"
"861921028","广东","肇庆"
"861921029","广东","肇庆"
"861921030","广东","广州"
"861921031","广东","广州"
"861921032","广东","广州"
"861921033","广东","珠海"
"861921034","广东","珠海"
"861921035","广东","珠海"
"861921036","广东","珠海"
"861921037","广东","珠海"
"861921038","广东","珠海"
"861921039","广东","韶关"
"861921040","广东","广州"
"861921041","广东","广州"
"861921042","广东","广州"
"861921043","广东","潮州"
"861921044","广东","潮州"
"861921045","广东","汕头"
"861921046","广东","汕头"
"861921047","广东","深圳"
"861921048","广东","深圳"
"861921049","广东","深圳"
"861921050","浙江","宁波"
"861921051","浙江","杭州"
"861921052","浙江","杭州"
"861921053","浙江","嘉兴"
"861921054","浙江","丽水"
"861921055","浙江","绍兴"
"861921056","浙江","温州"
"861921057","浙江","温州"
"861921058","浙江","宁波"
"861921059","浙江","金华"
"861921060","浙江","杭州"
"861921061","浙江","杭州"
"861921062","浙江","杭州"
"861921063","浙江","温州"
"861921064","浙江","台州"
"861921065","浙江","温州"
"861921066","浙江","绍兴"
"861921067","浙江","台州"
"861921068","浙江","宁波"
"861921069","浙江","金华"
"86192107","北京","北京"
"861921080","浙江","宁波"
"861921081","浙江","杭州"
"861921082","浙江","宁波"
"861921083","浙江","嘉兴"
"861921084","浙江","台州"
"861921085","浙江","绍兴"
"861921086","浙江","杭州"
"861921087","浙江","温州"
"861921088","浙江","宁波"
"861921089","浙江","金华"
"861921090","浙江","台州"
"861921091","浙江","杭州"
"861921092","浙江","丽水"
"861921093","浙江","嘉兴"
"861921094","浙江","丽水"
"861921095","浙江","绍兴"
"861921096","浙江","杭州"
"861921097","浙江","温州"
"861921098","浙江","宁波"
"861921099","浙江","金华"
"86192110","北京","北京"
"86192111","北京","北京"
"861921120","江西","鹰潭"
"861921121","江西","鹰潭"
"861921122","江西","九江"
"861921123","江西","九江"
"861921124","江西","九江"
"861921125","江西","九江"
"861921126","江西","宜春"
"861921127","江西","宜春"
"861921128","江西","宜春"
"861921129","江西","宜春"
"86192113","上海","上海"
"861921140","河北","邯郸"
"861921141","河北","石家庄"
"861921142","河北","保定"
"861921143","河北","张家口"
"861921144","河北","秦皇岛"
"861921145","河北","唐山"
"861921146","河北","廊坊"
"861921147","河北","沧州"
"861921148","河北","衡水"
"861921149","河北","邢台"
"861921150","江西","上饶"
"861921151","江西","上饶"
"861921152","江西","上饶"
"861921153","江西","上饶"
"861921154","江西","上饶"
"861921155","江西","上饶"
"861921156","江西","抚州"
"861921157","江西","抚州"
"861921158","江西","抚州"
"861921159","江西","萍乡"
"861921160","浙江","杭州"
"861921161","浙江","杭州"
"861921162","浙江","宁波"
"861921163","浙江","温州"
"861921164","浙江","金华"
"861921165","浙江","绍兴"
"861921166","浙江","杭州"
"861921167","浙江","温州"
"861921168","浙江","嘉兴"
"861921169","浙江","金华"
"86192117","河南","郑州"
"861921180","浙江","杭州"
"861921181","浙江","杭州"
"861921182","浙江","嘉兴"
"861921183","浙江","温州"
"861921184","浙江","杭州"
"861921185","浙江","宁波"
"861921186","浙江","杭州"
"861921187","浙江","温州"
"861921188","浙江","杭州"
"861921189","浙江","金华"
"86192119","江苏","淮安"
"86192120","广东","广州"
"86192121","上海","上海"
"86192122","天津","天津"
"86192123","重庆","重庆"
"86192124","重庆","重庆"
"86192125","重庆","重庆"
"861921260","河南","安阳"
"861921261","河南","新乡"
"861921262","河南","信阳"
"861921263","河南","开封"
"861921264","河南","南阳"
"861921265","河南","南阳"
"861921266","河南","开封"
"861921267","河南","商丘"
"861921268","河南","洛阳"
"861921269","河南","周口"
"861921270","湖北","武汉"
"861921271","湖北","武汉"
"861921272","湖北","武汉"
"861921273","湖北","武汉"
"861921274","湖北","武汉"
"861921275","湖北","荆门"
"861921276","湖北","荆州"
"861921277","湖北","黄冈"
"861921278","湖北","仙桃/潜江/天门"
"861921279","湖北","十堰"
"861921280","四川","成都"
"861921281","四川","成都"
"861921282","四川","资阳"
"861921283","四川","眉山"
"861921284","四川","成都"
"861921285","四川","成都"
"861921286","四川","成都"
"861921287","四川","成都"
"861921288","四川","成都"
"861921289","四川","德阳"
"861921290","陕西","咸阳"
"861921291","陕西","咸阳"
"861921292","陕西","延安"
"861921293","陕西","延安"
"861921294","陕西","延安"
"861921295","陕西","榆林"
"861921296","陕西","榆林"
"861921297","陕西","榆林"
"861921298","陕西","榆林"
"861921299","陕西","商洛"
"861921300","河北","邯郸"
"861921301","河北","石家庄"
"861921302","河北","保定"
"861921303","河北","雄安新区"
"861921304","河北","承德"
"861921305","河北","张家口"
"861921306","河北","保定"
"861921307","河北","沧州"
"861921308","河北","承德"
"861921309","河北","邯郸"
"861921310","河北","邯郸"
"861921311","河北","石家庄"
"861921312","河北","保定"
"861921313","河北","张家口"
"861921314","河北","承德"
"861921315","河北","唐山"
"861921316","河北","廊坊"
"861921317","河北","沧州"
"861921318","河北","衡水"
"861921319","河北","邢台"
"861921320","河北","邯郸"
"861921321","河北","石家庄"
"861921322","河北","廊坊"
"861921323","河北","张家口"
"861921324","河北","唐山"
"861921325","河北","唐山"
"861921326","河北","廊坊"
"861921327","河北","秦皇岛"
"861921328","河北","石家庄"
"861921329","河北","邢台"
"861921330","河北","石家庄"
"861921331","河北","石家庄"
"861921332","河北","保定"
"861921333","河北","秦皇岛"
"861921334","河北","保定"
"861921335","河北","秦皇岛"
"861921336","河北","雄安新区"
"861921337","河北","秦皇岛"
"861921338","河北","承德"
"861921339","河北","石家庄"
"861921340","山西","运城"
"861921341","山西","运城"
"861921342","山西","吕梁"
"861921343","山西","运城"
"861921344","山西","晋中"
"861921345","山西","吕梁"
"861921346","山西","临汾"
"861921347","山西","临汾"
"861921348","山西","太原"
"861921349","山西","太原"
"861921350","山西","运城"
"861921351","山西","太原"
"861921352","山西","大同"
"861921353","山西","朔州"
"861921354","山西","晋中"
"861921355","山西","长治"
"861921356","山西","太原"
"861921357","山西","临汾"
"861921358","山西","太原"
"861921359","山西","太原"
"861921360","河南","商丘"
"861921361","河南","周口"
"861921362","河南","安阳"
"861921363","河南","新乡"
"861921364","河南","驻马店"
"861921365","河南","驻马店"
"861921366","河南","驻马店"
"861921367","河南","南阳"
"861921368","河南","南阳"
"861921369","河南","平顶山"
"861921370","河南","商丘"
"861921371","河南","郑州"
"861921372","河南","安阳"
"861921373","河南","新乡"
"861921374","河南","许昌"
"861921375","河南","平顶山"
"861921376","河南","信阳"
"861921377","河南","南阳"
"861921378","河南","开封"
"861921379","河南","洛阳"
"861921380","河南","新乡"
"861921381","河南","郑州"
"861921382","河南","郑州"
"861921383","河南","郑州"
"861921384","河南","郑州"
"861921385","河南","郑州"
"861921386","河南","郑州"
"861921387","河南","周口"
"861921388","河南","洛阳"
"861921389","河南","周口"
"861921390","河南","许昌"
"861921391","河南","济源"
"861921392","河南","鹤壁"
"861921393","河南","濮阳"
"861921394","河南","周口"
"861921395","河南","漯河"
"861921396","河南","驻马店"
"861921397","河南","信阳"
"861921398","河南","三门峡"
"861921399","河南","郑州"
"861921400","贵州","毕节"
"861921401","贵州","贵阳"
"861921402","贵州","遵义"
"861921403","贵州","遵义"
"861921404","贵州","黔南"
"861921405","贵州","毕节"
"861921406","贵州","遵义"
"861921407","贵州","毕节"
"861921408","贵州","六盘水"
"861921409","贵州","黔西南"
"861921410","辽宁","铁岭"
"861921411","辽宁","大连"
"861921412","辽宁","鞍山"
"861921413","辽宁","抚顺"
