name,priority,action,phoneNumber,labelId,isEnabled,isSubscribed,count,avatar,url
Laurens Municipal Communications Utility,3,block,(712) 841-4610,telemarketing,1,1,,,
Fusion Voice and Data Corp,3,block,(631) 331-3000,telemarketing,1,1,,,
New Paris Telephone Inc,3,block,(574) 831-2176,telemarketing,1,1,,,
BLOOMINGDALE HOME TELEPHONE COMPANYINC,3,block,(765) 498-2000,telemarketing,1,1,,,
Custer Telephone Cooperative Inc,3,block,(208) 879-2281,telemarketing,1,1,,,
Alta Municipal Utilities,3,block,(712) 200-1122,telemarketing,1,1,,,
Maxxtel Communications LLC,3,block,(718) 705-8609,telemarketing,1,1,,,
Marquette-Adams Telephone Cooperative Inc,3,block,(608) 586-4111,telemarketing,1,1,,,
Sharon Telephone Company,3,block,(319) 679-2211,telemarketing,1,1,,,
Telesupply LLC,3,block,(562) 333-3144,telemarketing,1,1,,,
Heart of Iowa Communications Cooperative,3,block,(641) 486-2211,telemarketing,1,1,,,
Bernard Telephone Company Inc,3,block,(563) 879-3203,telemarketing,1,1,,,
Manti Telephone Co,3,block,(435) 835-3391,telemarketing,1,1,,,
Integrated Axis Group LLC,3,block,(806) 370-1777,telemarketing,1,1,,,
Northern Telephone & Data,3,block,(920) 426-9192,telemarketing,1,1,,,
Citizens Mutual Telephone Cooperative,3,block,(641) 664-2074,telemarketing,1,1,,,
Cambridge Telephone Company,3,block,(308) 697-3333,telemarketing,1,1,,,
TELENGY LLC,3,block,(646) 547-5700,telemarketing,1,1,,,
Coon Valley Farmers Telephone Company,3,block,(608) 452-3101,telemarketing,1,1,,,
Gila River Telecommunications Inc,3,block,(520) 796-8823,telemarketing,1,1,,,
Pinpoint Communications Inc,3,block,(308) 697-3333,telemarketing,1,1,,,
Gila Local Exchange Carrier,3,block,(520) 796-8823,telemarketing,1,1,,,
Teleinx LLC,3,block,(773) 800-0820,telemarketing,1,1,,,
Scottsboro Electric Power Board,3,block,(256) 574-2680,telemarketing,1,1,,,
Crazy Call Sp z oo,3,block,+48717221111,telemarketing,1,1,,,
Trikon Electronics Pvt Ltd,3,block,+912224216325,telemarketing,1,1,,,
City of Hawarden,3,block,(712) 551-2565,telemarketing,1,1,,,
Novanet Singapore PTE LTD,3,block,+6531595382,telemarketing,1,1,,,
Granite State Telephone Inc,3,block,(603) 529-9911,telemarketing,1,1,,,
Kalona Cooperative Telephone Co,3,block,(319) 656-3668,telemarketing,1,1,,,
Mediacom Communications Corporation,3,block,(845) 443-2405,telemarketing,1,1,,,
Owensboro Municipal Utilities,3,block,(270) 925-2236,telemarketing,1,1,,,
Tellarc of Florida,3,block,(561) 408-6960,telemarketing,1,1,,,
ECG Inc,3,block,(229) 316-0011,telemarketing,1,1,,,
Flynode Wireless LLC,3,block,+19544198043,telemarketing,1,1,,,
Conway Corporation,3,block,(501) 450-6077,telemarketing,1,1,,,
Pioneer Telephone Cooperative Inc,3,block,(405) 375-0387,telemarketing,1,1,,,
SKT Inc,3,block,(785) 427-9259,telemarketing,1,1,,,
GBT Communications Inc,3,block,(785) 372-4236,telemarketing,1,1,,,
Siyeh Communications,3,block,(406) 750-3321,telemarketing,1,1,,,
E4 Connect Inc,3,block,(208) 461-7802,telemarketing,1,1,,,
SimpliFone Inc,3,block,(914) 770-8647,telemarketing,1,1,,,
Critical Hub Networks Inc,3,block,(787) 728-9000,telemarketing,1,1,,,
Emery Telephone,3,block,(435) 609-9549,telemarketing,1,1,,,
Tel-Star Cablevision Inc,3,block,(309) 322-2377,telemarketing,1,1,,,
1stel Inc,3,block,(817) 357-1015,telemarketing,1,1,,,
Sangoma US Inc,3,block,(941) 960-8284,telemarketing,1,1,,,
IT Management Corporation,3,block,(408) 739-1100,telemarketing,1,1,,,
TSG Global Inc,3,block,(617) 592-2064,telemarketing,1,1,,,
Scissortail Communications LLC,3,block,(405) 401-3377,telemarketing,1,1,,,
Latam Telecommunications LLC,3,block,(305) 418-3484,telemarketing,1,1,,,
Allen's TV Cable Service Inc,3,block,(985) 384-8335,telemarketing,1,1,,,
Twilio Inc,3,block,(202) 679-7501,telemarketing,1,1,,,
Douglas Services Inc dba Douglas Fast Net,3,block,(541) 673-4242,telemarketing,1,1,,,
RSCOM LTD,3,block,+18655072025,telemarketing,1,1,,,
Shawnee Telephone Company,3,block,(618) 276-4211,telemarketing,1,1,,,
New Horizon Communications Group Inc,3,block,(781) 290-4670,telemarketing,1,1,,,
Moultrie Independent Telephone Company,3,block,(618) 276-4211,telemarketing,1,1,,,
RSCOM Business LLC,3,block,(865) 507-2025,telemarketing,1,1,,,
Gainesville City of,3,block,(352) 574-2525,telemarketing,1,1,,,
ELLINGTON TELEPHONE CO,3,block,(573) 663-2000,telemarketing,1,1,,,
Cloudli Communications Inc,3,block,(206) 992-2783,telemarketing,1,1,,,
ALSAT Home Electronics LLC,3,block,(573) 564-2031,telemarketing,1,1,,,
Ralls Technologies LLC,3,block,(573) 985-3600,telemarketing,1,1,,,
Brindlee Mountain Telephone LLC,3,block,(207) 992-0554,telemarketing,1,1,,,
NewMax LLC,3,block,(208) 762-8065,telemarketing,1,1,,,
Granby Telephone LLC,3,block,(207) 992-0554,telemarketing,1,1,,,
Pine Tree Telephone LLC,3,block,(207) 992-0554,telemarketing,1,1,,,
Saco River Telephone LLC,3,block,(207) 992-0554,telemarketing,1,1,,,
Miron EnterprisesLLC,3,block,(678) 528-0398,telemarketing,1,1,,,
Hopper Telecommunications LLC,3,block,(207) 992-0554,telemarketing,1,1,,,
North East Fiber LLC,3,block,(662) 238-3229,telemarketing,1,1,,,
Otelco Mid-Missouri LLC,3,block,(207) 992-0554,telemarketing,1,1,,,
Otelco Telephone LLC,3,block,(207) 992-0554,telemarketing,1,1,,,
Shoreham Telephone LLC,3,block,(207) 992-0554,telemarketing,1,1,,,
Skye Telecom LLC,3,block,(360) 986-5200,telemarketing,1,1,,,
Otelco Telecommunications LLC,3,block,(207) 992-0554,telemarketing,1,1,,,
War Telephone LLC,3,block,(207) 992-0554,telemarketing,1,1,,,
Mid-Maine Telecom LLC,3,block,(207) 992-0554,telemarketing,1,1,,,
Mid-Maine TelPlus LLC,3,block,(207) 992-0554,telemarketing,1,1,,,
Blountsville Telephone LLC,3,block,(207) 992-0554,telemarketing,1,1,,,
CRC Communications LLC,3,block,(207) 992-0554,telemarketing,1,1,,,
Nova Cablevision Inc,3,block,(309) 342-9681,telemarketing,1,1,,,
Rochester Telephone Co Inc,3,block,(574) 223-0202,telemarketing,1,1,,,
FULL SERVICE NETWORK LP,3,block,(412) 745-9000,telemarketing,1,1,,,
Digivoice LLC,3,block,(435) 688-2980,telemarketing,1,1,,,
NEMONT TELEPHONE COOPERATIVE INC,3,block,(406) 783-2295,telemarketing,1,1,,,
Project Telephone Company,3,block,(406) 783-2295,telemarketing,1,1,,,
ITS Fiber LLC dba Blue Stream Fiber,3,block,(772) 597-2509,telemarketing,1,1,,,
Missouri Valley Communications Inc,3,block,(406) 783-2295,telemarketing,1,1,,,
Plivo Inc,3,block,(425) 689-5143,telemarketing,1,1,,,
SAGEBRUSH CELLULAR INC,3,block,(406) 783-2295,telemarketing,1,1,,,
Preferred Long Distance Inc,3,block,(818) 380-9090,telemarketing,1,1,,,
Farmers Mutual Telephone Cooperative,3,block,(319) 436-2224,telemarketing,1,1,,,
IntegriCom Inc,3,block,(678) 507-0700,telemarketing,1,1,,,
business telecommunications services inc,3,block,(305) 358-5850,telemarketing,1,1,,,
J2 WEB SERVICES INC,3,block,(888) 799-4913,telemarketing,1,1,,,
DMEA Utilities Services LLC,3,block,(970) 240-1245,telemarketing,1,1,,,
City of Hudson,3,block,(330) 655-1524,telemarketing,1,1,,,
LOGIN LLC,3,block,(520) 618-3000,telemarketing,1,1,,,
CLARO CHILE SA,3,block,+56977934417,telemarketing,1,1,,,
GoDaddycom LLC,3,block,(800) 477-1477,telemarketing,1,1,,,
Coztel LLC,3,block,+13134444564,telemarketing,1,1,,,
WarmConnect Internet Services Pvt Ltd,3,block,+14154498782,telemarketing,1,1,,,
Warm Connect Solutions Pvt Ltd,3,block,+14154498782,telemarketing,1,1,,,
Smithville Communications  Inc,3,block,(812) 935-2320,telemarketing,1,1,,,
Smithville Telecom Inc,3,block,(812) 935-2320,telemarketing,1,1,,,
Rice Belt Telephone Company Inc,3,block,(812) 935-2320,telemarketing,1,1,,,
Reinbeck Telecommunications Utility,3,block,(319) 788-7888,telemarketing,1,1,,,
FIRSTSTEP TECHNOLOGY LIMITED,3,block,+13237010009,telemarketing,1,1,,,
Hamilton County Telephone Coop,3,block,(618) 736-2211,telemarketing,1,1,,,
The Middleburgh Telephone Co,3,block,(518) 827-5211,telemarketing,1,1,,,
Newport Telephone Company Inc,3,block,(315) 845-8122,telemarketing,1,1,,,
Seamless Geoport Communications Inc,3,block,(518) 827-5211,telemarketing,1,1,,,
New Windsor Telephone Company,3,block,(309) 667-2712,telemarketing,1,1,,,
New Windsor Cable TV Inc,3,block,(309) 667-2150,telemarketing,1,1,,,
Northwest Programming Inc,3,block,(253) 852-1543,telemarketing,1,1,,,
TELMEX ARGENTINA SA,3,block,+5491166460662,telemarketing,1,1,,,
PULSAR360 Corp,3,block,(614) 372-6512,telemarketing,1,1,,,
AMX ARGENTINA SA,3,block,+5491166460662,telemarketing,1,1,,,
MCSP Inc,3,block,(949) 365-1249,telemarketing,1,1,,,
Cascade Utilities Inc,3,block,(503) 630-8940,telemarketing,1,1,,,
Cherokee Telephone Company,3,block,(580) 434-5375,telemarketing,1,1,,,
Conifer Communications,3,block,(866) 378-8393,telemarketing,1,1,,,
Kandy Communications LLC,3,block,(833) 775-2639,telemarketing,1,1,,,
Evolve Cellular Inc,3,block,(315) 979-6259,telemarketing,1,1,,,
Farmers Mutual Telephone Company,3,block,(641) 749-2531,telemarketing,1,1,,,
Clarence Telephone Co Inc,3,block,(563) 452-3852,telemarketing,1,1,,,
Ronan Telephone Company,3,block,(406) 676-9221,telemarketing,1,1,,,
Glandorf Telephone Co Inc,3,block,(419) 538-6987,telemarketing,1,1,,,
Northwest Iowa Telephone Co Inc,3,block,(712) 271-4000,telemarketing,1,1,,,
Succeed Inc,3,block,(530) 674-4200,telemarketing,1,1,,,
City of Russellville Electric Plant Board,3,block,(270) 847-4749,telemarketing,1,1,,,
Canby Telephone Association,3,block,(503) 845-4435,telemarketing,1,1,,,
Universal-CallCom LLC,3,block,(757) 478-2432,telemarketing,1,1,,,
Boycom Cablevision Inc,3,block,(573) 686-9101,telemarketing,1,1,,,
Beaver Creek Cooperative Telephone Company,3,block,(503) 845-4435,telemarketing,1,1,,,
Cross Telephone Company LLC,3,block,(918) 463-2921,telemarketing,1,1,,,
Cimarron Telephone Company LLC,3,block,(918) 463-2921,telemarketing,1,1,,,
The Pottawatomie Telephone Co LLC,3,block,(918) 463-2921,telemarketing,1,1,,,
Scio Mutual Telephone Association,3,block,(503) 394-8005,telemarketing,1,1,,,
M-Pulse Fiber LLC,3,block,(662) 256-2962,telemarketing,1,1,,,
CROSS CABLE LLC,3,block,(918) 463-2921,telemarketing,1,1,,,
Clear Creek Mutual Telephone Company,3,block,(503) 845-4435,telemarketing,1,1,,,
CROSS WIRELESS LLC,3,block,(918) 463-2921,telemarketing,1,1,,,
Cross-Valliant Cellular Partnership,3,block,(918) 463-2921,telemarketing,1,1,,,
City of Ketchikan,3,block,(907) 228-5439,telemarketing,1,1,,,
CIM TEL CABLE LLC,3,block,(918) 463-2921,telemarketing,1,1,,,
MBO Video,3,block,(918) 463-2921,telemarketing,1,1,,,
OpticTel LONG DISTANCE LLC,3,block,(918) 463-2921,telemarketing,1,1,,,
CLARO S A,3,block,+5521994440871,telemarketing,1,1,,,
Pottawatomie Telephone Company LLC,3,block,(918) 463-2921,telemarketing,1,1,,,
AMX PARAGUAY SA,3,block,+5491166460662,telemarketing,1,1,,,
Farmers Mutual Telephone Company Inc,3,block,(208) 452-3300,telemarketing,1,1,,,
Butler-Bremer Mutual Telephone Company,3,block,(319) 276-4458,telemarketing,1,1,,,
Bandwidth Inc,3,block,(919) 704-3069,telemarketing,1,1,,,
Grand River Mutual Telephone Corp,3,block,(660) 745-2230,telemarketing,1,1,,,
Lathrop Telephone Company,3,block,(660) 748-2230,telemarketing,1,1,,,
South Central Communications Inc,3,block,(660) 748-2230,telemarketing,1,1,,,
VoIP Much Phone Company Inc,3,block,+14166138647,telemarketing,1,1,,,
Acme Communications Inc,3,block,(219) 879-6600,telemarketing,1,1,,,
CarolinaConnect Cooperative Inc,3,block,(803) 785-3422,telemarketing,1,1,,,
Global VoIP LLC,3,block,(267) 571-9190,telemarketing,1,1,,,
China Mobile International Limited,3,block,+85239756626,telemarketing,1,1,,,
Joa kavel international 2012,3,block,+972544638868,telemarketing,1,1,,,
BJT PARTNERS,3,block,+33179750020,telemarketing,1,1,,,
Ringover INC,3,block,(844) 527-0800,telemarketing,1,1,,,
WILKES TELEPHONE MEMBERSHIP CORP,3,block,(336) 973-0154,telemarketing,1,1,,,
Yadkin Valley Telephone Membership Corporation,3,block,(336) 463-5127,telemarketing,1,1,,,
Am Wireless Uruguay SA,3,block,+5491166460662,telemarketing,1,1,,,
Wabash Telephone Cooperative Inc,3,block,(618) 665-3311,telemarketing,1,1,,,
Farmers' Telephone Company,3,block,(641) 664-2074,telemarketing,1,1,,,
Montrose Mutual Telephone Co,3,block,(618) 665-3311,telemarketing,1,1,,,
Flat Rock Telephone Co-Op Incorporated,3,block,(618) 665-3311,telemarketing,1,1,,,
Decatur Telephone Company Inc,3,block,(601) 635-2251,telemarketing,1,1,,,
Consolidated Telco Inc,3,block,(866) 374-7397,telemarketing,1,1,,,
GM Telecom Corp,3,block,nan,telemarketing,1,1,,,
Northeast Nebraska Telephone Company,3,block,(402) 632-4321,telemarketing,1,1,,,
Hayneville Telephone Company Inc,3,block,(334) 548-2101,telemarketing,1,1,,,
Central Arkansas Telephone Cooperative  Inc,3,block,(501) 865-7008,telemarketing,1,1,,,
Ligonier Telephone Co Inc,3,block,+12608947161,telemarketing,1,1,,,
City of Wadsworth,3,block,(330) 335-2788,telemarketing,1,1,,,
HAYNEVILLE FIBER TRANSPORT INC,3,block,(334) 371-3000,telemarketing,1,1,,,
West Iowa Telephone Co,3,block,(712) 786-5591,telemarketing,1,1,,,
Monon Telephone Company Inc,3,block,(574) 278-7121,telemarketing,1,1,,,
Unified Global Solutions LLC,3,block,+13109107271,telemarketing,1,1,,,
KIWIGS llC,3,block,(786) 316-2502,telemarketing,1,1,,,
FiberComm LC,3,block,(319) 261-2673,telemarketing,1,1,,,
Combined Public Communications LLC,3,block,(850) 392-1692,telemarketing,1,1,,,
Erwin Utilities,3,block,(423) 735-4569,telemarketing,1,1,,,
COMMUNITY ANTENNA SERVICE INC,3,block,(304) 420-2470,telemarketing,1,1,,,
CAS Communications LLC,3,block,(304) 420-2470,telemarketing,1,1,,,
Union Telephone Company,3,block,(307) 782-6131,telemarketing,1,1,,,
Gervais Telephone Company,3,block,(503) 792-3611,telemarketing,1,1,,,
Climax Telephone LLC,3,block,(317) 981-8999,telemarketing,1,1,,,
Razorline LLC,3,block,(504) 274-1706,telemarketing,1,1,,,
Arbeit Software LLC,3,block,(716) 751-5500,telemarketing,1,1,,,
Cal-Ore Telephone Co,3,block,(800) 858-2399,telemarketing,1,1,,,
Central Oklahoma Telephone Co LLC,3,block,(918) 377-2241,telemarketing,1,1,,,
Central Cellular LLCdba COTC Connections,3,block,(918) 377-2424,telemarketing,1,1,,,
Allied Telecom Group LLC,3,block,(202) 541-9000,telemarketing,1,1,,,
Shift8 Networks Inc dba T3 Communications Inc,3,block,(210) 775-0888,telemarketing,1,1,,,
Access One Inc,3,block,(312) 441-9906,telemarketing,1,1,,,
TELCO214 INC,3,block,nan,telemarketing,1,1,,,
NEXTGEN Communications LLC,3,block,(715) 263-2755,telemarketing,1,1,,,
Baldwin Broadband LLC,3,block,(715) 684-3346,telemarketing,1,1,,,
Algusal International LLC,3,block,(305) 308-6668,telemarketing,1,1,,,
Telephone Service Company,3,block,(419) 739-2206,telemarketing,1,1,,,
TSC Communications Inc,3,block,(419) 739-2206,telemarketing,1,1,,,
The Middle Point Home Telephone Company,3,block,(419) 739-2206,telemarketing,1,1,,,
Hutchinson Telephone Company,3,block,(507) 233-4164,telemarketing,1,1,,,
Hutchinson Telecommunications Inc,3,block,(507) 233-4164,telemarketing,1,1,,,
Nuvera Communications Inc,3,block,(507) 233-4164,telemarketing,1,1,,,
Sleepy Eye Telephone Company,3,block,(507) 233-4164,telemarketing,1,1,,,
Scott Rice Telephone Company,3,block,(507) 233-4164,telemarketing,1,1,,,
Western Telephone Company,3,block,(507) 233-4164,telemarketing,1,1,,,
New Ulm Telecom RWF,3,block,(507) 233-4164,telemarketing,1,1,,,
Peoples Telephone Company,3,block,(507) 233-4164,telemarketing,1,1,,,
WWT INC WORLDWIDE TELECOMMUINCATIONS,3,block,(856) 795-4500,telemarketing,1,1,,,
Amery Telcom Inc,3,block,(715) 268-7101,telemarketing,1,1,,,
SOMERSET TELEPHONE COMPANY,3,block,(715) 268-7101,telemarketing,1,1,,,
Spruce Knob Seneca Rocks Telephone Inc,3,block,(304) 567-2121,telemarketing,1,1,,,
Lemonweir Valley Telephone Company,3,block,(608) 427-6515,telemarketing,1,1,,,
Siren Telephone Company Inc,3,block,(715) 349-2224,telemarketing,1,1,,,
e-Tel,3,block,(270) 441-7799,telemarketing,1,1,,,
Scott County Telephone Cooperative,3,block,(276) 452-9993,telemarketing,1,1,,,
Delta Fiber LLC,3,block,(662) 453-6352,telemarketing,1,1,,,
LinkedIP LLC,3,block,(305) 424-2400,telemarketing,1,1,,,
Arkwest Communications Inc,3,block,(479) 495-4200,telemarketing,1,1,,,
K & M Telephone Company Inc,3,block,(402) 482-5800,telemarketing,1,1,,,
USIPCOMMUNICATIONS LLC,3,block,(800) 972-5004,telemarketing,1,1,,,
S and BTS Global KK,3,block,+13053585850,telemarketing,1,1,,,
FastTrack Communications Inc,3,block,(970) 247-3366,telemarketing,1,1,,,
Instituto Costarricense de Electricidad,3,block,+50620009028,telemarketing,1,1,,,
Ameraconnect Telecom LLC,3,block,(913) 735-6488,telemarketing,1,1,,,
Polar Communications Mutual Aid Corporation,3,block,(701) 284-7221,telemarketing,1,1,,,
Polar Telcom Inc,3,block,(701) 284-7221,telemarketing,1,1,,,
Wolverton Telephone Company,3,block,(701) 284-7221,telemarketing,1,1,,,
ALD Telecom LLC,3,block,(480) 346-3430,telemarketing,1,1,,,
,3,block,+923002985339,telemarketing,1,1,,,
Utility Telecom Group LLC,3,block,+18055405425,telemarketing,1,1,,,
PC Telcorp Inc,3,block,(970) 854-2201,telemarketing,1,1,,,
Hiawatha Broadband Communications Inc,3,block,(507) 474-5872,telemarketing,1,1,,,
Ricochet LLC,3,block,+4138966408,telemarketing,1,1,,,
TextMe Incorporated,3,block,+14153161206,telemarketing,1,1,,,
Daviess-Martin County Rural Telephone Corporation,3,block,(812) 486-3211,telemarketing,1,1,,,
Ahoy Telecom LLC,3,block,(201) 801-1100,telemarketing,1,1,,,
qcVoice Inc,3,block,(212) 323-2662,telemarketing,1,1,,,
Tohono O'odham Utility Authority,3,block,(520) 383-5790,telemarketing,1,1,,,
Meriplex Telecom LLC,3,block,(281) 404-2247,telemarketing,1,1,,,
Digital Connections Inc,3,block,(304) 284-0779,telemarketing,1,1,,,
Farmers Telephone Company,3,block,(712) 379-3001,telemarketing,1,1,,,
Omnitelecom LTD,3,block,+972732808818,telemarketing,1,1,,,
Orange County REMC,3,block,(812) 865-2229,telemarketing,1,1,,,
ShawneeLEC,3,block,(618) 276-4211,telemarketing,1,1,,,
Tri-County Telephone  Company LLC,3,block,(870) 336-2311,telemarketing,1,1,,,
E Ritter Communications LLC dba Ritter Communications Inc,3,block,(870) 336-2311,telemarketing,1,1,,,
E Ritter Telephone Company LLC,3,block,(870) 336-2311,telemarketing,1,1,,,
Millington Telephone Company LLC,3,block,(870) 336-2311,telemarketing,1,1,,,
MTel Long Distance LLC,3,block,(870) 336-2311,telemarketing,1,1,,,
Netrix LLC,3,block,(312) 636-1776,telemarketing,1,1,,,
Smart Choice Communications LLC,3,block,(212) 660-7308,telemarketing,1,1,,,
ATV Holdings LLC,3,block,(605) 990-9000,telemarketing,1,1,,,
Dunkerton Telephone Cooperative,3,block,(319) 822-4512,telemarketing,1,1,,,
Triangle Telephone Cooperative Association Inc,3,block,(406) 394-7807,telemarketing,1,1,,,
Central Montana Communications Inc,3,block,(406) 394-7807,telemarketing,1,1,,,
CONEXIZ Corporation,3,block,(678) 323-5002,telemarketing,1,1,,,
Triangle Communication System Inc,3,block,(406) 394-7807,telemarketing,1,1,,,
Hughes Network Systems LLC,3,block,(303) 910-5604,telemarketing,1,1,,,
Genesys Telecom US Inc,3,block,(832) 316-0383,telemarketing,1,1,,,
Terral Telephone Company,3,block,(405) 401-4756,telemarketing,1,1,,,
Wood County Telephone Company  DBA,3,block,(715) 421-8140,telemarketing,1,1,,,
Get LLC,3,block,(580) 789-0583,telemarketing,1,1,,,
Manawa Telephone Company Inc,3,block,(715) 421-8140,telemarketing,1,1,,,
Central Wisconsin Communications LLC,3,block,(715) 421-8140,telemarketing,1,1,,,
Plintron Technoligies USA LLC,3,block,+14256474212,telemarketing,1,1,,,
kentec communications inc,3,block,(970) 522-8107,telemarketing,1,1,,,
Reddot Networks Inc,3,block,(305) 777-8777,telemarketing,1,1,,,
Midwest Data Center Inc,3,block,(660) 744-5343,telemarketing,1,1,,,
Rock Port Telephone Company,3,block,(660) 744-5311,telemarketing,1,1,,,
Pioneer Telephone Company,3,block,(509) 549-3511,telemarketing,1,1,,,
Autus Technology LLC,3,block,(704) 754-5000,telemarketing,1,1,,,
Vantage Communications USA LLC,3,block,(267) 756-1011,telemarketing,1,1,,,
Arlington Telephone Company,3,block,(720) 370-2070,telemarketing,1,1,,,
CBIT Inc,3,block,(509) 578-5424,telemarketing,1,1,,,
The Blair Telephone Company,3,block,(720) 370-2070,telemarketing,1,1,,,
Eastern Nebraska Telephone Company,3,block,(720) 370-2070,telemarketing,1,1,,,
Rock County Telephone Company,3,block,(303) 370-2070,telemarketing,1,1,,,
HunTel CableVision Inc,3,block,(720) 370-2070,telemarketing,1,1,,,
Holway Telephone Company,3,block,(720) 370-2070,telemarketing,1,1,,,
Gunnison Telephone Company,3,block,(435) 528-7236,telemarketing,1,1,,,
KLM Telephone Company,3,block,(720) 370-2070,telemarketing,1,1,,,
Project Mutual Telephone Cooperative Association Inc,3,block,(208) 434-7145,telemarketing,1,1,,,
VIGIL INC LTD,3,block,+919916104895,telemarketing,1,1,,,
Vodex Communications Corporation,3,block,(657) 600-4800,telemarketing,1,1,,,
Epcom World Industries,3,block,(877) 372-6665,telemarketing,1,1,,,
ENTEL CHILE,3,block,+56998200698,telemarketing,1,1,,,
UNITED TELEPHONE MUTUAL AID CORPORATION,3,block,(701) 256-5156,telemarketing,1,1,,,
Turtle Mountain Communications Inc,3,block,(701) 256-5156,telemarketing,1,1,,,
Baca Valley Telephone Company Inc,3,block,(575) 278-2101,telemarketing,1,1,,,
Vibratel LLC,3,block,(800) 372-0665,telemarketing,1,1,,,
CoreDial LLC,3,block,(212) 849-2202,telemarketing,1,1,,,
Ntegrated Consulting LLC,3,block,(214) 432-3600,telemarketing,1,1,,,
WIS Telecom SRL,3,block,+3267411899,telemarketing,1,1,,,
Southwest Arkansas Telephone Cooperative Inc,3,block,(870) 653-8222,telemarketing,1,1,,,
Arroyo Media,3,block,+16262620922,telemarketing,1,1,,,
Unity Tel Co Inc,3,block,(207) 948-3959,telemarketing,1,1,,,
Waitsfield-Fayston Telephone Co Inc,3,block,(802) 496-8336,telemarketing,1,1,,,
Mid Century Telephone Cooperative Inc,3,block,(217) 696-8488,telemarketing,1,1,,,
Century Enterprises Inc,3,block,(217) 696-8488,telemarketing,1,1,,,
UniCap Inc,3,block,(207) 948-3959,telemarketing,1,1,,,
Otter Tail Telcom LLC,3,block,(218) 826-6161,telemarketing,1,1,,,
Olin Telephone Company Inc,3,block,(319) 484-2200,telemarketing,1,1,,,
Wyoming Mutual Telephone Company,3,block,(563) 488-2535,telemarketing,1,1,,,
HIGHLAND TELEPHONE COOPERATIVE INC,3,block,(423) 628-2121,telemarketing,1,1,,,
Stratford Mutual Telephone Company,3,block,(515) 838-2390,telemarketing,1,1,,,
NTInet inc,3,block,(803) 533-1660,telemarketing,1,1,,,
Moxee Technologies LLC,3,block,nan,telemarketing,1,1,,,
LVT Corp,3,block,(608) 427-6515,telemarketing,1,1,,,
Martelle Cooperative Telephone Assn,3,block,(319) 462-2812,telemarketing,1,1,,,
Mechanicsville Telephone Company,3,block,(563) 432-7221,telemarketing,1,1,,,
Mount Horeb Telephone Co,3,block,(608) 437-5551,telemarketing,1,1,,,
Ogden Telephone Company,3,block,(515) 275-2050,telemarketing,1,1,,,
YouMail Inc,3,block,(805) 225-8464,telemarketing,1,1,,,
InfoWest Inc,3,block,(435) 674-0165,telemarketing,1,1,,,
Secure Voice Corp,3,block,(630) 301-1132,telemarketing,1,1,,,
Red River Cellular Telephone Corporation,3,block,(870) 653-8222,telemarketing,1,1,,,
Mutual Telephone Company,3,block,(620) 897-6200,telemarketing,1,1,,,
LR Communications Inc,3,block,(620) 897-6200,telemarketing,1,1,,,
Chazy & Westport Telephone Corporation,3,block,(518) 846-7207,telemarketing,1,1,,,
Westelcom Networks Inc,3,block,(518) 825-1120,telemarketing,1,1,,,
Red Telecom LLC,3,block,(954) 609-7829,telemarketing,1,1,,,
Cloud Choice Voice Inc,3,block,(772) 210-4150,telemarketing,1,1,,,
Southwest Oklahoma Telephone Company,3,block,(580) 529-5000,telemarketing,1,1,,,
Westphalia Telephone,3,block,(989) 587-5008,telemarketing,1,1,,,
Cumby Telephone Coop Inc,3,block,(903) 994-2211,telemarketing,1,1,,,
Westphalia Broadband Inc,3,block,(989) 587-5008,telemarketing,1,1,,,
EGYPTIAN TELEPHONE COOPERATIVE ASSOCIATION,3,block,(618) 774-1000,telemarketing,1,1,,,
Webster-Calhoun Cooperative Telephone Association,3,block,(515) 352-3151,telemarketing,1,1,,,
Amicus Voice LLC,3,block,(281) 915-9929,telemarketing,1,1,,,
Bloomingdale Telephone Company Inc,3,block,(269) 521-7300,telemarketing,1,1,,,
Algona Municipal Utilities,3,block,(515) 295-3584,telemarketing,1,1,,,
PS LIGHTWAVE LLC,3,block,(832) 615-8000,telemarketing,1,1,,,
Pine Telephone Company,3,block,(580) 584-3300,telemarketing,1,1,,,
PenTeleData Limited Partnership I,3,block,(610) 826-9437,telemarketing,1,1,,,
Pine Cellular Phones Inc,3,block,(580) 584-3300,telemarketing,1,1,,,
Massena Telephone Company,3,block,(712) 779-2227,telemarketing,1,1,,,
Osage Municipal Communications Utility,3,block,(641) 832-3731,telemarketing,1,1,,,
VIP2PHONE INC,3,block,(305) 305-4511,telemarketing,1,1,,,
Advantage Cellular Systems Inc,3,block,(615) 464-2265,telemarketing,1,1,,,
DE KALB TELEPHONE COOPERATIVE INC,3,block,(615) 464-2265,telemarketing,1,1,,,
Consolidated Telephone Company,3,block,(218) 454-1173,telemarketing,1,1,,,
Titonka Telephone Company,3,block,(515) 928-2110,telemarketing,1,1,,,
Xaccel Networks LLC,3,block,(201) 806-2602,telemarketing,1,1,,,
CUMBERLAND TELEPHONE COMPANY,3,block,(712) 774-2221,telemarketing,1,1,,,
Servpac Incorporated,3,block,(808) 237-5000,telemarketing,1,1,,,
Kit Carson Electric Cooperative Inc,3,block,(575) 758-4838,telemarketing,1,1,,,
VERTO Network Solutions,3,block,+63282498686,telemarketing,1,1,,,
Cellcom Fixed Line Communications LP,3,block,+972523133517,telemarketing,1,1,,,
